,公司名,公司领域,公司人数,学历,最低工资,最高工资,工作年限,岗位职责,岗位要求
53,北京玩在一起科技有限公司,"移动互联网,文娱丨内容","['50', '150']",不限,18,36,"(1,3)","1.深入分析玩加用户在各场景下的行为，挖掘行为背后的用户状态和偏好，多维度精准刻画用户；
2.将用户画像和实际业务结合，赋能业务提升效果，最大化数据价值；
3.建设玩加用户画像平台DMP。

","1.计算机或数学相关专业，本科及以上学历，3年及以上工作经验；
2.优秀的数据分析能力，扎实的数据结构和算法功底；
3.熟练使用下面至少一种常用编程语言"
54,微梦创科网络科技（中国）有限公司,文娱丨内容,['2000'],本科,25,50,"(3,5)",,
55,瑞庭网络技术（上海）有限公司,移动互联网,"['500', '2000']",本科,20,40,"(1,3)","1. 针对核心业务的大量内容及行为数据，应用NLP、数据挖掘、大数据等技术，构建迭**聘标签体系、用户画像、知识图谱、反作弊、自然语言生成NLG，开展实体识别、实体关系挖掘、新词发现、长短期画像等项目，支持招聘策略体系完善，探索创新落地；
2. 针对业务应用场景，设计并实现推荐算法（包括推荐召回模型、转化预估模型等），提升推荐匹配精准度，推进业务增长；
3. 针对招聘业务，探索商业化增长，构建优化CPC/CPT/CPA算法策略，包括点击率预估、投递预估、预算建议、定价机制等，支持长远商业增长
4. 针对业务搜索场景，应用自然语言处理、数据挖掘、机器学习等技术，实现包括但不局限于搜索suggestion、关键词推荐、搜索匹配、核心摘要抽取等功能，优化搜索体验；
 
","1. 本科及以上学历，计算机、数学相关专业，3年以上的相关经验最佳；
2. 对常用的NLP/推荐/搜索/商业广告算法有较深入了解，有实际算法调优及大数据建模经验；
3. 有丰富的数据挖掘（word2vec、LDA、RNN、LSTM等）、机器学习（逻辑回归、神经网络、随机森林、深度学习等）、分布式计算（eg. mapreduce、spark, kafka等）的实际工作经验，参与过诸如广告点击率预估、个性化推荐模型、搜索排序等项目或在国际期刊发表过机器学习相关论文者优先；
4. 具备强悍的编码能力、扎实的数据结构和算法功底，熟悉linux开发环境，熟练应用Hadoop、spark大数据平台，熟悉java语言最佳；
5. 良好的团队合作和沟通能力，责任心强。
 
我们能提供"
56,北京快乐茄信息技术有限公司,工具,"['150', '500']",本科,50,80,"(5,10)",,
57,秒针信息技术有限公司,"数据服务,广告营销",['2000'],本科,18,30,"(1,3)",1. 搭建和持续优化基于Lambda架构的大数据处理平台，支持流式和批式的大数据存储以及数据挖掘需求2. 搭建和维护数据仓库，与业务部门密切配合，寻求数据层面的业务价值，利用数据推动产品优化3. 负责数据对接，打通和对外服务的设计、开发和维护，并能保证质量和性能4. 各种算法模型的工程化实施,"1、计算机及相关专业本科以上学历，具有良好的数学、统计学、计算机相关知识2、精通常见分布式计算框架和技术原理，如Hadoop、Spark等；熟悉常见的分布式存储相关技术，熟练掌握HDFS，HBase等技术；3、熟悉数据仓库维度建模理论，2年以上的离线/实时数据仓库经验；4、熟悉互联网大数据计算领域研发,有TB级及以上大规模数据处理经验者优先，有分布式图数据库经验优先；"
58,北京儒博科技有限公司,硬件,"['150', '500']",本科,25,50,"(3,5)",,
59,北京盈迪曼德科技有限公司,硬件,"['15', '50']",硕士,20,35,"(1,3)","1.     研究并实现实时视觉跟踪算法;
2.     负责基于图像视频的跟踪ReID技术研发；
3.     研究跟踪算法的移动端实现。
 
任职资格
1.  硕士以上学历，具备计算机视觉、图像处理领域的相关背景；
2.  对业界state of art的visual tracking算法有深入了解;
3.  对基于相关滤波或CNN的跟踪算法有实现经验;
4.  有较强的编码实现能力，精通C/C++，有嵌入式开发经",
60,江西牛客科技有限责任公司,"移动互联网,电商",['15'],本科,30,50,"(3,5)",1、建设企业级数据平台，负责PB级数据仓库设计、建模、规范以及研发工作；2、深入理解业务需求，规划数据仓库建设的整体方向和技术路线，构建快速、准确、灵活、实用的数据仓库，挖掘发挥数据的价值；3、保证数据仓库的质量、稳定产出和使用效率；4、打造行业一流的数据仓库团队。,1、211/985院校本科以上学历，32岁以下。大数据开发工作至少3-5年，有Hive数据仓库开发经验，有实时数据仓库开发经验者更佳；2、熟悉大数据生态相关技术，具有实际ETL开发经验，精通SQL以及SQL性能调优；3、精通Java或Scala语言，掌握Spark/Flink等大数据开发技术，熟悉消息队列，具有快速学习能力，上手能力；4、具有优秀的业务理解能力、自我推动力，有较强的逻辑分析能力，对数据敏感，对大数据处理和分析技术充满激情；5、具有PB级海量数据建模和处理经验者优先，具有数据治理、元数据管理经验者优先；6、熟悉数据仓库建设生命周期和流程规范，并掌握主题建模、维度建模理论者优先。
61,央视频融媒体发展有限公司,文娱丨内容,"['150', '500']",硕士,15,25,"(3,5)","1、负责视频压缩基础算法研究和实现；
2、推进深度学习在编解码算法中的应用，提高视频图像质量，降低视频压缩。
","1、全日制硕士以上学历，计算机相关专业；
2、3年以上相关工作经验；
3、熟悉C/C++，Java，OC等计算机语言；
4、性格开朗，好沟通；
5、对相关视频压缩算法和标准有一定的了解和研究。"
62,上海基分文化传播有限公司,文娱丨内容,"['500', '2000']",本科,30,60,"(3,5)",,
63,北京掌上先机网络科技有限公司,"移动互联网,电商","['500', '2000']",硕士,15,25,"(0,1)",,
64,北京微光果壳科技有限公司,"移动互联网,企业服务","['150', '500']",本科,30,50,"(3,5)","基于公司内外部数据情况及业务现状，提出可落地的数据应用思路，提升数据应用价值；
负责用户画像、数据产品的数据分析和挖掘相关的算法、应用的设计与开发；
基于不同专题开展数据分析工作，建立模型，验证需求可行性，为数据产品研发提供数据支持，输出建议，持续改进运营效果；
负责数据分析模型的固化及部署工作，基于业务海量数据及外部数据，进行数据分析、人工智能建模、训练。


","本科及以上学历；
1-3年及以上高级数据分析或数据挖掘项目经验；
精通主流的数据挖掘建模算法，如机器学习、分类预测、用户画像等；
通过运用新技术、新方法，创造性的进行系统的归纳思维和演绎思维，提出富于创新性的意见和建议；
具有较强的独立研究分析能力，能主动获取信息和知识，更新知识架构，提高工作技能；
学习能力强，具有较强的业务敏感性以及缜密的数据分析思维；
熟悉机器学习常用算法"
65,北京博科测试系统股份有限公司,"硬件,其他","['150', '500']",硕士,10,20,"(3,5)","2. 控制器采集处理及控制算法的研究3. 基于Simulink建模及仿真研究
   任职要求
1. 硕士从事3年及以上控制系统的编程及调试； 2. 熟练应用Matlab/Simulink的建模及仿真； 3. 熟练掌握Siemens/Simotion、Beckhoff等系列PLC的编程及调试； 4. 精通变频器的原理及应用，可以熟练应用Siemens、ABB、AB变频器中的一种； 5. 具有良好的团队合作与沟通能力，具有比较强的抗压能力； 6. 具有较强的学习能力，有完整的新产品开发及应",
66,OPPO广东移动通信有限公司,硬件,['2000'],不限,30,60,"(5,10)","1、利用机器学习技术，改进视频的推荐系统，优化用户的阅读体验；2、分析基础数据，挖掘用户兴趣、内容价值，增强推荐系统的预测能力；3、优化视频推荐算法和产出高质量的画像数据（类别,主题, 标签，聚类等）；
",1、具备强悍的编码能力，熟悉 linux 开发环境，熟悉 Java/C++和 Python 语言优先；2、有扎实的数据结构和算法功底，熟悉机器学习、自然语言处理、数据挖掘中一项或多项；3、对推荐系统、计算广告、搜索引擎相关技术有经验者优先；4、对深度学习、排序模型有经验者优先。
67,北京盈迪曼德科技有限公司,硬件,"['15', '50']",硕士,25,35,"(1,3)",,
68,上海倾听信息技术有限公司,移动互联网,"['150', '500']",硕士,20,40,"(3,5)","负责蜻蜓大数据平台的研发，包含数据基础平台的搭建，业务数据ETL处理，批量数据报表，实时数据的开发。

","1、计算机或相关专业；
2、3年以上数据平台开发工作；
3、熟悉Hadoop、Spark、Storm等大数据平台相关技术；
4、熟练使用MapReduce、Hive、HDFS、Hbase、Redis、Kafka；
5、精通Java、Python、Scala。"
69,北京数美时代科技有限公司,"企业服务,数据服务","['150', '500']",本科,15,30,"(1,3)","1、针对海量用户行为数据，构建用户兴趣属性，金融属性画像，欺诈属性等多维度画像 
2、基于海量画像数据，构建金融风控，互联网反作弊，精准营销，垃圾内容等模型和服务  

","1、熟悉使用Hadoop，Storm，Spark，HBase等大数据技术平台，有大规模数据日志处理经验者 优先； 
2、熟悉大规模数据挖掘、机器学习、自然语言处理，图像处理等相关技术和算法； 
3、具备金融风控，互联网反作弊，图像和文本处理，精准营销，推荐系统等相关产品工作经验 者优先； 
4、具备较强的数据分析，问题分析，逻辑思维能力，良好的沟通，团队协作能力。 



AI正在改变我们的工作和生活，也将成为企业的核心竞争力。AI解决方案切实地帮助企业解决各类业务场景的问题， 成为企业在业务发展过程中必不可少的服务。数美科技推出“全栈式实时反欺诈”解决方案，服务于游戏、直播、社交、 新零售、金融、旅游、等行业的领先企业，未来还将开拓更多人工智能解决方案。
诚邀加入数美科技，一起成就人工智能toB企业级服务的大市场。

【关于数美】www.ishumei.com
数美科技成立于2015年6月，致力于为全球客户提供专业的AI业务风控服务，由国内知名VC机构腾讯、襄禾资本、顺为资本、清流资本、BV百度风投联合投资，为互联网、互联网+、以及产业互联网客户提供全栈式、可信赖的业务风控解决方案。
团队核心成员均来自百度、阿里、腾讯、360、小米等知名互联网企业，拥有10余年搜索、安全、语音等互联网在线产品研发经验。
4年探索深耕，数美科技基于先进的人工智能技术，构建了全场景、全流程、全维度业务风控产品矩阵与秒级迭代全球SaaS AI风控服务网络，承载海量风险识别请求，以业务、模型、数据驱动的产品实现快速进化。
数美科技结合多年黑产对抗经验打造全栈式实时智能风控引擎-天网，旨在为客户解决营销欺诈、支付风控、数据盗爬、欺诈广告等风险问题；同时，结合人工智能技术打造全栈式智能内容识别引擎-天净，为客户提供一站式的智能内容安全解决方案，帮助客户识别文本、图片、音频、视频、网页中出现的涉黄、涉政、低俗、色情、导流广告等问题，规避业务风险，提升运营效率。
数美科技的业务风控服务已成功覆盖游戏、直播、新零售、地产、电商、视频、金融、媒体、旅游、出行、教育等行业。
截至目前，数美科技已服务华润置地、苏宁、云闪付、酷狗、爱奇艺、映客、探探、vipkid、B站、汽车之家、游族、小红书、keep等上千家知名企业。
…………………………………………………………………………
了解更多"
