,公司名,城市,公司人数,公司领域,职位,发布时间,工资,工作年限,学历,岗位职责,岗位要求
43,贝壳找房（北京）科技有限公司,北京,2000人以上,房产家居,数据分析师,2020-04-04 22:37:26,25k-40k,不限,本科,"1. 对日常经营和平台数据进行采集和加工，通过数据洞察业务经营状况和产品使用情况；
2. 结合贝壳平台的业务模式，产出分析报告，并利用数据帮助业务优化经营；
3. 分析新的业务模式、行业趋势等，发现新的机会点并能够进行闭环设计；

","1.  对数据非常敏感，能够独立对业务数据进行分析并产出报告；
2.  熟练掌握excel/ppt/tableau/Hive/R等工具，统计/计算机/商业分析背景优先；
3.  有过三年或以上的平台产品/零售产品相关分析经验者优先；
4.  学习能力强，沟通能力强，能够接受偶尔的出差"
44,北京积沙成塔科技有限公司,北京,500-2000人,"移动互联网,金融",数据分析师,2020-04-04 22:28:33,20k-28k,5-10年,本科,"1.洞察业务驱动因素，识别业务机会与风险，提出优化或改进举措，提升经营效率
2.对接业务部门，基于业务场景建立业务指标核心监控体系，对业务进行周期性检测，完成数据预警与解读
3.构建数据驱动的监控分析体系，通过数据指标梳理、需求分析、数据产品落地等，完成数据监控产品化
4.依据对公司内外部数据的挖掘，结合行业发展趋势，对相关业务打法战略提升，提供策略建议与决策支持

","1. 5年以上互联网公司工作经验；统招本科及以上学历，计算机/统计/数学/运筹/信息管理等理工科优先；
2. 良好的独立深度思考和数据分析能力，良好的沟通能力和执行力，良好的项目管理意识；
3. 有丰富的数据模型建立和运营经验、数据化运营经验、数据类产品类规划经验；
4. 具备出色的数据分析、商业分析能力；熟练使用Hive SQL/SQL、Office、Tableau等常用办公工具；
5. 善于沟通和交流，有丰富的跨团队、部门的项目资源整合能力，能够独立开展研究项目;
6. 抗压能力强，可以在高强度的工作环境下工作，注重过程和结果，持续学习"
45,北京快乐茄信息技术有限公司,北京,150-500人,工具,资深数据分析师,2020-04-03 20:57:47,20k-40k,5-10年,本科,SQL、Excel 等；能使用python/R/SPSS进行数据分析,
46,腾讯科技（深圳）有限公司,北京,2000人以上,社交,腾讯视频数据分析师,2020-04-05 11:40:58,20k-40k,5-10年,本科,,
47,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,资深数据分析师,2020-04-05 19:30:26,20k-30k,3-5年,本科,,
48,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析实习生,2020-04-05 18:03:48,4k-6k,不限,本科,"1、负责字节跳动海量用户行为数据的处理，在分布式计算平台基础上建立高效、实时的数据 pipeline； 
2、负责推荐系统、广告系统的数据分析，发现模式与规律，为实验解释、系统改进提供数据支持； 
3、负责 Hadoop，Spark 等大数据基础设施和平台的改进，解决大规模生产环境集群可用性和性能优化问题。
","1、本科及以上学历，计算机相关专业，每周可实习4天以上，持续3个月以上，20届学生优先；
2、热爱计算机科学和互联网技术，优秀的编码能力，乐于快速学习和尝试新技术、新工具；
3、对数据敏感，掌握量化分析方法，善于从数据中发现问题，提出假设并使用数据进行验证；
4、对至少一项分布式计算平台有使用经验，例如 Hadoop，Spark，Hive，Storm，Kafka 等；
5、有参与开源项目对社区有贡献的经历，有互联网公司实习经历，有大数据处理或用户行为数据分析经验者优先。"
49,北京字节跳动科技有限公司,北京,2000人以上,文娱丨内容,数据分析师,2020-04-05 18:20:27,35k-45k,10年以上,本科,"1、作为商业化销售团队、产品团队业务线BP提供日常数据分析及监控支持，针对异常情况协调资源进行跟踪和深入分析；
2、推动业务团队合理设置周期业绩指标，对业绩执行情况监控；
3、从自有客户维度、商业化产品维度搭建数据分析体系，重点指标观测体系，设计相应业务分析框架；
4、根据业务需求分析挖掘数据，应用数据分析方法输出销售策略、产品策略，对产品开发、客户运营、商业策略提供高价值的策略和数据解决方案。

","1、统计、数学、经济学、管理学、计算机等专业本科及以上学历，有互联网相关数据分析工作经历；
2、熟练掌握SQL，excel，熟悉常用数据统计和分析方法，掌握Tableau等BI工具尤佳；
3、熟练使用SPSS，R，Python中的任一数据分析工具；
4、结构化思维，对数据敏感，自我驱动强，能通过数据主动发现问题并解决问题；
5、MCM获奖者，kaggle或天池项目竞赛获奖团队成员优先；
6、有互联网广告销售经验、互联网相关业务分析经验、互联网数据运营经验优先考虑。"
50,摩比神奇（北京）信息技术有限公司,北京,150-500人,移动互联网,BI数据分析师0401,2020-04-05 18:10:25,20k-40k,3-5年,本科,1、,提取业务核心指标，制定及完善数据报表，完整报表上线及维护；2、业务分析
51,北京达佳互联信息技术有限公司,北京,2000人以上,文娱丨内容,资深数据分析师,2020-04-03 09:36:51,20k-40k,3-5年,本科,,
52,北京大生在线科技有限公司,北京,2000人以上,"移动互联网,教育",资深数据分析师,2020-04-02 13:35:46,25k-35k,3-5年,硕士,"为管理层提供用户、教学、老师、销售等主题的数据分析支持；
为教师运营、用户运营等提供有价值的决策支持；
负责公司各业务部门的日报、周报等；
负责部门团队成员技术成长路径设计和培训；

","强烈的好奇心，求知欲强；
良好的数据分析能力，有数据分析落地的经验；
熟练使用 SQL，接触过数据仓库设计、开发者优先；
必须对 R 非常熟练，包括magrittr、data.table等，熟悉 shiny、xaringan；
统计学、应用数学、信息管理专业毕业者优先考虑；
优秀的学习能力、沟通能力、协作能力、强烈的责任心。"
53,百度在线网络技术（北京）有限公司,北京,2000人以上,工具,高级数据分析师,2020-04-03 21:03:32,30k-40k,5-10年,本科,,
54,微梦创科网络科技（中国）有限公司,北京,2000人以上,文娱丨内容,成本数据分析师,2020-04-05 17:12:17,20k-35k,1-3年,本科,"成本数据分析师
","1、负责成本相关数据统计及分析
2、核算公司相关成本数据及预算
3、完成日常预算、对账、付费报销等相关工作
4、优化改进现有成本体系相关算法
招聘需求"
55,北京奇艺世纪科技有限公司,北京,2000人以上,文娱丨内容,资深数据分析师,2020-04-03 17:51:04,25k-35k,5-10年,本科,1、与各团队对接，建立业务数据模型和分析体系，提供反映业务状况的数据报表；2、对内容做ROI分析，包括内容策略和价格预测、制作、内容行业价格、题材、技术等方面的跟踪分析，为业务指标异常提供预警、监测和解读；3、进行整体行业及细分市场研究，定期针对业务及行业发展输出分析报告；4、密切关注运营进程，基于业务动作与效果数据，输出改进方案，优化业务策略。,"1、统招本科及以上学历、5年以上的财务或信息管理背景的行业分析经验，有持续改善经验，有泛娱乐/二次元行业工作经验，对二次元行业有基本认知；2、能看懂财务报表，能够对接财务进行预算和盈利情况分析；3、良好的数据敏感度，能从海量数据中提炼核心结果，有丰富的数据挖掘，信息采集整理，分析能力；4、统计基础知识扎实，精通Excel/PPT/SQL/Hive/Xmind，熟悉R，Python，数据统计分析模型等优先；5、有丰富的跨团队的项目资源整合能力，能够独立开展研究项目，有较强的抗压能力。

温馨提示"
56,华壹信融投资管理（北京）有限责任公司,北京,150-500人,金融,金融数据分析师,2020-04-05 17:05:48,10k-15k,1年以下,大专,1、负责为公司提供专业的投资分析研究。2、负责对外汇市场当中基本面数据进行整合分析，提出优化管理策略或流程4、负责跟踪宏观经济动态，寻找进场投资机会。5、严谨对待任何一次分析操作。    ,1、年龄22-45岁，大专及以上学历（自考，成考，远程等国家承认学历均可，在读者需要提供在读证明）。2、金融专业优先，有经验者优先，无经验者接受5天免费培训者优先。3、有较强的数据分析能力，自制力强4、耐心细致，具有保密意识。注
57,北京奇艺世纪科技有限公司,北京,2000人以上,文娱丨内容,高级数据分析师,2020-04-03 17:51:04,15k-25k,3-5年,本科,1、参与设计会员数据统计分析平台，构建数据分析模型，定期监测业务数据并提供相关数据支持； 2、提供与会员有关的日报、周报、月报等报表，提升管理效率、推进业务快速发展；并推动各类报表的智能化；3、构建会员精益经营体系，对会员业务进行诊断，给予方向和方法上的指导，驱动会员团队的业绩增长，包括,1）对会员用户行为数据进行挖掘与分析，设计AB测试等工具；2）对会员运营的数据进行监测，对异常波动进行诊断；3）专题分析
58,北京和讯在线信息咨询服务有限公司,北京,150-500人,金融,商业分析专家/经理（经营数据分析）(001106),2020-04-05 18:13:02,20k-35k,5-10年,本科,1. ,梳理公司各条线业务，提炼完整的业务和财务分析模型，并通过行业、竞争等专题研究，制定策略方向；2. 策略跟踪、落地执行
59,小船出海教育科技（北京）有限公司,北京,2000人以上,工具,运营数据分析师,2020-04-05 19:41:13,14k-25k,3-5年,本科,,
60,小船出海教育科技（北京）有限公司,北京,2000人以上,工具,运营数据分析师,2020-04-05 19:41:13,14k-25k,3-5年,本科,"负责作业帮流量创新团队的数据统计需求整理对接、报表推进上线
负责作业帮流量创新团队的运营数据分析，通过提出有效的提升转化和规避风险的建议
负责作业帮流量创新团队的成本预算核算、分析
岗位要求
1.有3年以上大型业务或团队数据分析工作经验
2.985、211学校毕业优先
3.认真、细心，能深度理解业务
4.结果导向，为达成目标保",
