,公司名,公司领域,招聘岗位,薪资,公司位置,学历,工作年限,发布时间,岗位职责,岗位要求,公司人数
101,90后社交平台龙头,,数据分析,['20-35k·14薪'],['北京'],['本科及以上'],['3年以上'],2020年04月05日,,,[]
102,今日头条,互联网/移动互联网/电子商务,数据分析师,['面议'],['北京-海淀区'],['本科及以上'],['3年以上'],2020年04月05日,1、独立负责头条旗下一款产品的数据分析，深入了解业务，跟进产品和运营迭代效果，独立产出项目分析报告；2、优化核心数据监控体系，进行指标异动分析，及时发现业务问题并寻求解决方案；3、根据用户行为分析数据，对产品优化提出建议并跟踪优化效果；4、关注行业发展趋势，进行行业研究及竞对研究。,1、统计学，应用数学，计算机等相关专业本科及以上学历，3年以上互联网数据工作经验；2、精通Excel、SQL等，掌握第三方可视化数据平台优先；3、热爱数据分析工作、具有高度的数据敏感性与洞察力，高效的团队协作及沟通能力。,['10000']
103,国内一线互联网公司,,数据分析专家（后台）-北京#139014,['25-50k·16薪'],"['北京,杭州,上海']",['统招本科'],['5年以上'],2020年04月05日,,,[]
104,某知名公司,,数据分析工程师4名,['15-18k·12薪'],['北京'],['统招本科'],['5年以上'],2020年04月05日,,,[]
105,某银行,,数据分析,['40-50k·12薪'],['北京'],['统招本科'],['2年以上'],2020年04月05日,,,[]
106,某知名公司,,数据分析专家,['50-80k·15薪'],['北京-海淀区'],['统招本科'],['5年以上'],2020年04月05日,,,[]
107,知名大数据、人工智能服务商,,高级数据分析师,['20-30k·15薪'],"['北京-朝阳区,上海']",['本科及以上'],['5年以上'],2020年04月05日,,,[]
108,某知名移动互联网企业,,会员数据分析,['10-15k·13薪'],"['北京,西安']",['本科及以上'],['3年以上'],2020年04月05日,,,[]
109,阿里旗下生活平台,,数据分析专家,['20-40k·14薪'],"['上海,北京,杭州']",['本科及以上'],['5年以上'],2020年04月05日,,,[]
110,字节跳动,互联网/移动互联网/电子商务,短视频数据分析师,['面议'],['北京-海淀区'],['本科及以上'],['1年以上'],2020年04月05日,1、搭建短视频产品的核心指标体系，进行指标和业务的拆解；2、深入理解短视频、直播业态，结合定性、定量的分析方法解决用户、市场及战略相关的问题。结合项目，可以在指导下完成策略设计、数据分析、方案评估的相关工作；3、对内外部数据进行深入专题分析，挖掘影响业务规模和增速的核心驱动因素，探索改进策略并推进落地；4、深入理解业务战略目标及实现策略、执行抓手，发挥主观能动性，提升业务战略方向的精准，加强策略的有效性，确保执行有力。,1、1-3年数据分析工作经验，可以适应互联网行业快速敏捷的工作节奏；2、很强的好奇心、钻研精神、数据敏感性及逻辑思维能力；3、熟悉Hive SQL，熟悉Python/R等分析工具，有较强的快速学习能力；4、对统计学有较深的理解，有增长、AB实验、数据建模经验者优先；5、有互联网公司数据分析，商业分析，策略经理等经验者优先。,['10000']
111,在线教育行业,,数据分析专家,['25-45k·16薪'],"['武汉,北京-海淀区,福州']",['统招本科'],['5年以上'],2020年04月05日,,,[]
112,HB Technology,,高级数据分析总监,['35-65k·16薪'],"['上海,杭州,北京']",['本科及以上'],['8年以上'],2020年04月05日,,,[]
113,某知名公司,,大数据分析专家（制造业）,['20-35k·14薪'],"['厦门,北京,深圳']",['统招本科'],['5年以上'],2020年04月05日,,,[]
114,国内知名家电企业,,高级数据分析师,['18-36k·16薪'],['北京'],['统招本科'],['3年以上'],2020年04月05日,,,[]
115,国内知名家电企业,,数据分析运营,['18-36k·16薪'],['北京'],['统招本科'],['3年以上'],2020年04月05日,,,[]
116,某知名互联网企业,,高级数据分析工程师（BI）,['28-38k·12薪'],"['杭州,北京,上海']",['统招本科'],['2年以上'],2020年04月05日,,,[]
117,大型互联网金融,,风控-模型与数据分析总监,['40-50k·12薪'],['北京'],['统招本科'],['5年以上'],2020年04月05日,,,[]
118,知名科技企业,,数据分析研究员,['16-32k·16薪'],['北京-朝阳区'],['学历不限'],['经验不限'],2020年04月05日,,,[]
119,字节跳动,互联网/移动互联网/电子商务,数据分析专家-反作弊,['面议'],['北京-海淀区'],['本科及以上'],['3年以上'],2020年04月05日,1、针对风控场景数据，进行独立专题数据分析2、有效利用公司内外部资源，构建有效的风险评分及评级模型,1、了解数据挖掘，数据探索，异常数据监测的方法，并有在大数据集上落地经验2、有三年以上数据分析经验，熟悉评分卡，机器学习等建模方法，对指标在模型中的评估机制有系统化的认知3、熟练使用数据分析工具和办公软件，快速学习能力强4、熟悉Hive、Spark等大数据平台5、掌握 python 语言，掌握常见的数据分析工具 numpy/scipy/pandas，掌握常见的可视化分析方法matplotlib/seaborn 等6、有风控数据分析工作经验者优先,['10000']
120,某知名排名前列股份制银行,,数据分析师,['20-40k·16薪'],['北京'],['统招本科'],['2年以上'],2020年04月05日,,,[]
121,某互联网公司,,数据分析&行业分析工程师,['20-40k·16薪'],['北京'],['本科及以上'],['5年以上'],2020年04月05日,,,[]
122,字节跳动,互联网/移动互联网/电子商务,数据分析经理,['面议'],['北京-海淀区'],['本科及以上'],['5年以上'],2020年04月05日,1. 推进数据分析工作，规划搭建数据指标体系和分析体系；2. 密切关注业务进程，基于产品业务动作与效果数据，输出改进方案，优化业务策略；3. 加强产品运营等问题深入分析，为公司决策提供数据支持；4. 跨部门就业务和数据课题进行有效沟通协调，推动数据分析成果和应用落地。,1. 本科及以上学历，5年以上互联网BI/经营分析相关数据分析工作经验，有过团队管理经验；2. 熟练使用SQL，优秀的excel、PPT技能，有R语言或python基础优先；3. 优秀的组织协调能力，自我驱动力强，结果导向； 4. 责任心强，具备沟通协调和闭环管理、推进能力；5. 抗压性强，勇于挑战和突破。,['10000']
123,GBG,IT服务/系统集成,数据分析,['15-20k·12薪'],['北京'],['本科及以上'],['5年以上'],2020年04月05日,,,['10000']
124,知名互联网公司,,高级数据分析师,['20-40k·16薪'],"['北京,深圳']",['统招本科'],['3年以上'],2020年04月05日,,,[]
125,***企业管理有限公司,,数据分析师,['20-40k·15薪'],"['上海,北京,深圳']",['统招本科'],['3年以上'],2020年04月05日,,,[]
126,国内知名互联网公司,,数据分析师负责人,['40-70k·12薪'],['北京'],['本科及以上'],['5年以上'],2020年04月05日,,,[]
127,字节跳动,互联网/移动互联网/电子商务,数据分析师,['面议'],['北京-海淀区'],['本科及以上'],['3年以上'],2020年04月05日,1、整理本部门业务数据需求，建立业务数据模型；2、负责部门层面的业务分析工作，通过对数据的收集、统计分析与利用，编制分析报告，提出业务管理的改进建议；3、跟踪业务/重点项目的发展变化，对业务经营发展状态进行监控分析，提出策略建议报告；4、负责监控各业务线执行情况，推进经营分析相关事项的落地；5、其他相关工作任务。,1、重点大学本科及以上学历，金融、数学、统计学等相关专业优先；2、具有快速学习和思考能力，优秀的商业分析能力、敏锐的数据洞察力、结构化思维能力；3、两年以上数据分析相关从业经验；4、精通EXCEL、PPT，能使用SQL数据库软件者加分；5、责任心强，具备沟通协调和闭环管理、推进能力。,['10000']
128,字节跳动,互联网/移动互联网/电子商务,数据分析师,['面议'],['北京-海淀区'],['本科及以上'],['3年以上'],2020年04月05日,1、财经新产品的数据监控体系和报表体系设计；2、每天结合业务进行数据监控和分析，定期输出数据挖掘专题项目；3、结合渠道信息和用户信息，协助搭建渠道用户画像系统，帮助优化产品和提升运营推广效率；4、搭建数据化推广平台，帮助内外部渠道优化投放效率，实现推广的精细化。,1、硕士及以上学历，数学、统计学专业；2、2年以上互联网数据运营分析相关经验，具备数据库查询和编程能力，能够有算法经验优先； 3、出色的数据分析、总结归纳能力，逻辑清楚，思维缜密，数据敏感度高；4、强烈的责任感和目标导向，自我驱动； 5、优秀的沟通协调能力、项目管理能力，良好的团队合作精神 。,['10000']
129,字节跳动,互联网/移动互联网/电子商务,人力数据分析师,['面议'],['北京-海淀区'],['本科及以上'],['3年以上'],2020年04月05日,1、结合公司现有系统，深入分析人力数据和业务数据平台，搭建公司人力资源数据报告体系和可视化数据分析平台（HRBI）；2、针对公司业务，通过梳理并优化现有数据分析的内容、流程和机制，深度挖掘数据价值，提供人力资源数据策略支持；3、支持对接公司重点人力资源项目，借助数据分析，发现人力资源管理问题，提出改进意见，探索和研究提高人力ROI的方法，为公司人才规划和发展提供建议4、完成行业、竞争对手等进行HR相关数据整合和研究分析，输出人力资源分析报告，为管理层决策提供支持，并在业务扩张过程中持续提供支持；,1、本科及以上学历，统计学、经济学、信息管理系统，计算机相关专业优先；2、1年以上数据工作经验，互联网公司商业分析，大型企业数据分析或咨询公司背景，熟悉BI系统搭建者优先；3、优秀的商业分析能力（结构化思维）、敏锐的数据洞察力； 4、具备良好的沟通协调能力、学习能力，成就驱动，极强的保密意识和良好的职业道德；5、具备专业的数据处理和分析能力，精通数据分析工具，如excel、tableau、R、python等，能够熟练使用PPT、Excel等工具；,['10000']
130,字节跳动,互联网/移动互联网/电子商务,数据分析师（高级/资深）,['面议'],['北京-海淀区'],['本科及以上'],['1年以上'],2020年04月05日,1、基于用户增长与渠道推广，建立为团队提供反映产品和运营状况的分析模型；2、持续跟踪业务数据，监测业务发展态势，为业务指标异常提供预警、监测和解读；3、深入理解产品细节，推动基于对照试验的产品和策略迭代；4、与产品，渠道，研发等配合。推进优化方案落地执行，带来业务的实际提升增长；5、结合行业数据、业界观点和市场趋势，为长期业务发展方向提供战略层面的意见和建议。,1、计算机/统计学/数学等相关专业统招本科及以上学历，在用户增长/产品优化/商业分析方向上具有3年以上相关经验者优先；2、对数据敏感，逻辑严谨，结构化思维，工作自驱，擅长沟通；3、有互联网或咨询从业经验，对互联网产品兴趣浓厚，深入理解业务逻辑；4、熟练使用SQL/excel/Python/Tableau等数据分析和统计分析工具。,['10000']
131,字节跳动,互联网/移动互联网/电子商务,数据分析师-风险评估方向,['面议'],['北京-海淀区'],['本科及以上'],['1年以上'],2020年04月05日,1、对产品风险相关维度进行数据监测和问题分析2、与业务、产品和技术等团队沟通协作，推动问题解决和产品优化3、挖掘完善风险相关指标，负责安全风险相关的指标监控，可以对风险问题及时预警,"1、本科及以上学历，计算机、统计学、数学等相关专业2、3年以上互联网数据分析工作，熟练使用SPSS、R、python等数据分析工具之一,能熟练使用SQL/HiveQL语句3、对大数据、互联网、视频行业有一定的认知和理解4、思维严谨，逻辑性强，有强烈的责任心、沟通协调能力和团队合作精神；5、有信息安全类产品经验者优先",['10000']
